id,name,fullName,insCode,stockType,instrumentId,cisin,lSecVal,cSecVal,created_date
2283,وآذر2,سرمایه‌گذاریتوسعه‌آذربایجان‌,48113083495690049,300,IRO1TAZB0002,IRO1TAZB0005,انبوه سازي، املاك و مستغلات,70 ,2023-10-17T18:03:18.027Z
2291,بازرگام,پست پیشگامان بادپا,47797676603278665,309,IRO7BZGP0001,IRO7BZGP0007,اطلاعات و ارتباطات,73 ,2023-10-17T18:03:29.613Z
2296,وکغدیر2,بین المللی توسعه ص. معادن غدیر,61497037864214396,300,IRO1TMGD0002,IRO1TMGD0002,شركتهاي چند رشته اي صنعتي,39 ,2023-10-17T18:03:55.433Z
2302,فافزا,فولاد افزا سپاهان,66021783818850713,309,IRO7FAFP0001,IRO7FAFP0003,فلزات اساسي,27 ,2023-10-17T18:04:02.175Z
2303,لکما,کارخانجات‌مخابراتیایران‌,45641540066710190,309,IRO7KMOP0001,IRO7KMOP0001,ساخت دستگاه‌ها و وسايل ارتباطي,32 ,2023-10-17T18:04:02.724Z
2304,کترام,تولیدی کاشی تکسرام‌,24085906177899789,300,IRO1TKSM0001,IRO1TKSM0009,كاشي و سراميك,49 ,2023-10-17T18:04:04.883Z
2306,شپدیس2,پتروشیمی پردیس,12174970951705823,300,IRO1PRDZ0002,IRO1PRDZ0008,محصولات شيميايي,44 ,2023-10-17T18:04:06.165Z
2313,غدانه,پنبه و دانه های روغنی خراسان,8234855558996646,303,IRO3KCOZ0001,IRO3KCOZ0005,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-10-17T18:04:20.220Z
2340,شمواد,تولید مواداولیه الیاف مصنوعی,28251956446987982,309,IRO7MFMP0001,IRO7MFMP0000,محصولات شيميايي,44 ,2023-10-17T18:05:00.884Z
2346,گدنا2,تهیه توزیع غذای دنا آفرین فدک,1793030994172842,303,IRO3DCAZ0002,IRO3DCAZ0000,هتل و رستوران,55 ,2023-10-17T18:05:07.162Z
2348,غچین,کشت‌ و صنعت‌ چین‌ چین,44850033148208596,300,IRO1CHCH0001,IRO1CHCH0008,محصولات غذايي و آشاميدني به جز قند و شكر,42 ,2023-10-17T18:05:11.610Z
2379,تاپیکو2,س. نفت و گاز و پتروشیمی تأمین,20716645758210848,300,IRO1PTAP0002,IRO1PTAP0001,محصولات شيميايي,44 ,2023-10-17T18:05:45.433Z
2358,کمرجان,بازرگانی و تولیدی مرجان کار,50633804639547462,303,IRO3MRJZ0001,IRO3MRJZ0003,ساير محصولات كاني غيرفلزي,54 ,2023-10-17T18:05:26.300Z
2359,ستران,سیمان‌ تهران‌,30829203706095076,300,IRO1STEH0001,IRO1STEH0004,سيمان، آهك و گچ,53 ,2023-10-17T18:05:27.020Z
